texto,rotulo_masculino,rotulo_feminino
word53 word466 word274 word274 word494 word342 word56 word383 word487 word119 word232 word52 word359 word72 word213 word326 word421 word160 word455 word13 word84 word60 word374 word181 word11 word395 word139 word342 word277 word56 word302 word431 word183 word417 word136 word142 word86 word106 word120 word325 word66 word273 word131 word74 word411 word270 word144 word320 word454 word142 word123 word342 word246 word337 word84 word467 word9 word137 word313 word261 word169 word489 word173 word340 word204 word221 word389 word178 word200 word391 word44 word217 word140,positiva,positiva
word199 word398 word293 word236 word65 word328 word161 word109 word97 word491 word52 word400 word434 word16 word295 word289 word180 word334 word205 word220 word216 word401 word317 word190 word464 word402 word467 word366 word196 word387 word165 word136 word226 word485 word284 word192 word231 word146 word330 word176 word278 word185 word161 word486 word173 word36 word190 word267 word48 word153 word84 word251 word362 word485 word195 word432 word108 word391 word282 word380 word378 word267 word129 word264 word414 word486 word464 word91 word299 word53 word335 word497 word27 word329 word473 word424 word197 word52 word462 word461 word290 word490 word3 word309 word20,negativa,negativa
word16 word27 word389 word442 word115 word353 word422 word57 word93 word66 word396 word386 word68 word88 word332 word449 word390 word84 word194 word34 word123 word282 word173 word304 word149 word282 word317 word98 word23 word170 word21 word80 word144 word170 word139 word27 word89 word442 word359 word223 word12 word180 word463 word405 word379 word125 word202 word15 word430 word57 word310 word142 word286 word414 word157 word9 word332 word267 word70 word25 word263 word307 word59 word300 word223 word69 word309 word323 word78 word337 word112 word299 word407 word469 word128 word170 word48 word485 word166 word402 word468 word238 word347 word237,positiva,positiva
word498 word428 word360 word450 word109 word492 word46 word7 word100 word305 word124 word317 word56 word349 word115 word262 word59 word486 word189 word303 word244 word298 word228 word37 word415 word322 word127 word43 word444 word167 word455 word383 word480 word330 word91 word18 word123 word220 word312 word448 word71 word318 word43 word241 word37 word187 word304 word370 word403 word263 word130 word457 word467 word484 word396 word389 word39 word287 word204 word130 word35 word107 word458 word455 word372 word51 word344 word64 word342 word17 word143 word62 word467 word285 word462 word11 word370 word240 word235 word437 word24,neutra,neutra
word106 word187 word482 word98 word443 word407 word184 word186 word3 word396 word334 word492 word146 word200 word344 word171 word160 word86 word495 word238 word385 word328 word300 word157 word158 word243 word68 word269 word46 word138 word317 word12 word23 word108 word378 word402 word1 word140 word29 word7 word472 word213 word398 word342 word225 word377 word125 word207 word190 word286 word106 word373 word421 word445 word448 word320 word399 word346 word477 word50 word100 word211 word311 word445 word48 word81 word431,neutra,negativa
word82 word56 word260 word413 word267 word391 word89 word225 word307 word174 word8 word37 word464 word303 word133 word130 word20 word473 word55 word380 word121 word168 word137 word413 word17 word177 word140 word137 word97 word457 word190 word210 word193 word491 word170 word171 word164 word164 word45 word303 word13 word113 word102 word146 word379 word300 word496 word176 word465 word23 word253 word400 word266 word467 word158 word17 word387 word35 word383 word367 word423 word240,negativa,negativa
word1 word435 word139 word61 word329 word241 word228 word220 word73 word430 word1 word242 word136 word321 word275 word193 word268 word114 word66 word453 word307 word327 word500 word453 word293 word397 word264 word119,neutra,neutra
word85 word218 word61 word384 word358 word404 word383 word155 word35 word465 word247 word48 word464 word498 word223 word386 word19 word47 word139 word329 word67 word18 word335 word386 word370 word400 word402 word302 word260 word429 word175 word49 word376 word138 word490 word208 word426 word22 word330 word225 word232 word133 word486 word197 word426 word213 word25 word440 word93 word136 word431 word447 word459 word213 word379 word164 word371 word252 word26 word209 word234 word129 word188 word252 word25 word76 word384 word176 word305 word283 word276 word207 word242 word412 word483 word129 word335 word485 word4 word393 word249 word484 word290 word420 word84 word72 word464 word264 word280 word85 word114 word410,negativa,negativa
word284 word419 word256 word411 word30 word181 word357 word192 word366 word296 word243 word279 word451 word340 word492 word48 word407 word446 word464 word270 word244 word292 word458 word434 word468 word485 word312 word130 word76 word449 word77 word36 word237 word372 word368 word128 word251 word448 word400 word459 word385 word46 word102 word85 word67 word430 word353 word457 word161 word490 word466 word54 word435 word56 word226 word91 word291 word9 word424 word239 word436 word217 word279 word370 word486 word188 word261 word163 word21,positiva,positiva
word358 word369 word35 word69 word35 word16 word418 word88 word4 word469 word140 word409 word481 word262 word464 word485 word73 word74 word185 word280 word394 word92 word97 word154 word136 word471 word198 word435 word28 word51 word402 word125 word42 word298 word74 word31 word204 word276 word264 word293 word12 word146 word172 word147 word280 word115 word316 word468 word331 word195 word218 word293 word362 word151 word20 word352 word331 word51 word314 word36 word322 word373 word8 word364 word61 word133 word353 word178 word489 word479 word494 word53 word89 word92 word293 word216 word373 word142 word100 word325 word309 word346 word157 word264 word465 word306 word467 word217 word23 word381,neutra,neutra
word479 word167 word214 word381 word307 word21 word39 word99 word436 word12 word36 word390 word312 word492 word110 word330 word68 word296 word54 word455 word208 word128 word493 word34 word400 word255 word344 word131 word441 word226 word210 word229 word149 word160 word71 word244 word238 word191 word493 word57 word456 word434 word12 word351 word105 word21,neutra,neutra
word440 word482 word42 word330 word43 word209 word371 word272 word404 word457 word487 word337 word337 word402 word117 word151 word171 word373 word176 word70 word400 word375 word298 word441 word396 word451 word130 word59 word171 word415 word463 word55 word428 word240 word409 word342 word31 word243 word45 word170 word379 word342 word353 word331 word8 word292 word243 word265 word107 word353 word304 word202 word29 word35 word180 word269 word499 word362 word243 word150 word85 word71 word36 word456 word8 word432 word292 word310 word480 word394 word74 word485 word89 word285 word321,positiva,positiva
word45 word61 word352 word200 word494 word4 word187 word133 word441 word61 word205 word434 word486 word459 word327 word82 word49 word206 word240 word258 word25 word338 word198 word55 word458 word179 word117 word247 word476 word413 word50 word344,neutra,neutra
word6 word132 word420 word256 word352 word381 word281 word289 word119 word125 word75 word149 word315 word465 word220 word302 word431 word339 word132 word141 word319 word144 word125 word296 word319 word127 word25 word385 word196 word317 word87 word158 word303 word63 word159 word360 word386 word177 word58 word14 word279 word347 word297 word203 word12 word114 word18 word232 word155 word36 word305 word186 word482 word209 word46 word353 word352 word465 word347 word181 word335 word400,neutra,neutra
word55 word152 word302 word404 word282 word247 word436 word86 word451 word157 word138 word477 word323 word216 word166 word221 word396 word77 word88 word153 word242 word408 word106 word394 word454 word218 word481 word447,neutra,neutra
word4 word244 word28 word135 word359 word281 word355 word440 word235 word272 word30 word144 word363 word31 word180 word69 word429 word281 word323 word342 word113 word25 word199 word93 word161 word160 word392 word160 word76 word480 word25 word102 word174 word32 word450 word177 word392 word68 word261 word64 word116 word204 word432 word154 word378 word46 word126 word303,neutra,neutra
word213 word390 word97 word28 word211 word315 word229 word106 word260 word472 word138 word201 word157 word147 word328 word188 word311 word10 word332 word53 word189 word437 word169 word350 word176 word452 word476 word455 word198 word159 word304 word409 word262 word370 word439 word377 word185 word125 word218 word288 word422 word151 word81 word158 word298 word117 word200 word129 word493 word257 word361,neutra,neutra
word122 word386 word456 word67 word138 word302 word183 word7 word11 word117 word484 word305 word128 word29 word379 word189 word197 word281 word115 word364 word157 word353 word259 word75 word312 word38 word358 word189 word336 word121 word204 word153 word126 word172 word27 word199 word62 word260 word46 word5 word220 word150 word439 word133 word200 word119 word445 word395 word86 word126 word94 word76 word121,positiva,positiva
word63 word63 word377 word173 word284 word324 word312 word314 word488 word316 word175 word143 word401 word211 word280 word408 word118 word112 word27 word37 word309 word252 word149 word106 word348 word43 word351 word453 word228 word248 word269 word48 word314 word183 word235 word12 word439 word167 word38 word392 word490 word260 word17 word496 word105 word121 word355 word166 word43 word342 word132 word431 word77,neutra,neutra
word498 word110 word397 word192 word52 word241 word235 word251 word428 word140 word320 word100 word440 word230 word400 word135 word157 word492 word98 word281 word162 word196 word348 word391 word241 word320 word22 word117 word372 word333 word23 word446 word205 word152 word232 word198 word252 word83 word70 word495 word374 word181 word425 word398 word349 word361 word476 word418 word129 word364 word81 word252 word34 word85 word361 word186 word82 word490 word470 word115 word300 word147 word403 word344 word218 word466 word368 word76 word222 word415 word270 word50 word387 word241 word120 word408 word443 word294,positiva,positiva
